Component,Origin,License,Copyright
go-sample-app,github.com/DataDog/go-sample-app/notes,Apache-2.0,"Copyright [2023-Present] Datadog, Inc."
go-sample-app,github.com/DataDog/go-sample-app/users,Apache-2.0,"Copyright [2023-Present] Datadog, Inc."
go-sample-app,github.com/mattn/go-sqlite3,MIT,"Copyright (c) 2014 Yasuhiro Matsumoto"
